,Repo_id,URL,VAG,AWS,AZ,PUP,TF/OT,SS,PUL,BIC,DOCK,CHEF,GOOG,KUB,ANS,Validated files,IaC_tools
350,harlow_go-micro-services,https://github.com/harlow/go-micro-services,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
351,Sfeir_golang-200,https://github.com/Sfeir/golang-200,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
352,ZeroCater_zc_events,https://github.com/ZeroCater/zc_events,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
353,moleculerjs_moleculer-examples,https://github.com/moleculerjs/moleculer-examples,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
354,lucaschen_microservices-demo,https://github.com/lucaschen/microservices-demo,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
355,outstack_enveloper,https://github.com/outstack/enveloper,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
356,kbastani_event-sourcing-microservices-example,https://github.com/kbastani/event-sourcing-microservices-example,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
357,hmisonne_udagrammicroservices,https://github.com/hmisonne/udagrammicroservices,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
358,javieroc_docker-microservices,https://github.com/javieroc/docker-microservices,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
359,harish71_java-microservice,https://github.com/harish71/java-microservice,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
360,dms98br_nest-microservices,https://github.com/dms98br/nest-microservices,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
361,jatinbajaj1_xpresso,https://github.com/jatinbajaj1/xpresso,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
362,buratina_hands-on-microservices-with-typescript-3,https://github.com/buratina/hands-on-microservices-with-typescript-3,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
363,Phyks_medonay,https://github.com/Phyks/medonay,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
364,ninokop_dubbo-demo,https://github.com/ninokop/dubbo-demo,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
365,volak_TodoMVC-DDD-CQRS-EventSourcing,https://github.com/volak/TodoMVC-DDD-CQRS-EventSourcing,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
366,3pillarlabs_hailstorm-sdk,https://github.com/3pillarlabs/hailstorm-sdk,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
367,arcuri82_testing_security_development_enterprise_systems,https://github.com/arcuri82/testing_security_development_enterprise_systems,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
368,Autoscaler_autoscaler,https://github.com/Autoscaler/autoscaler,0,0,0,0,0,0,0,0,0,0,0,0,1,,ANS
369,apache_skywalking-python,https://github.com/apache/skywalking-python,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
370,avi202020_fx-trading-app,https://github.com/avi202020/fx-trading-app,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
371,atulmy_fullstack-javascript-architecture,https://github.com/atulmy/fullstack-javascript-architecture,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
372,abixen_abixen-platform,https://github.com/abixen/abixen-platform,0,0,0,0,0,0,0,0,1,0,0,0,0,,DOCK
373,apache_skywalking-nodejs,https://github.com/apache/skywalking-nodejs,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
374,andreybavt_Hobo-Sapiens,https://github.com/andreybavt/Hobo-Sapiens,0,0,0,0,0,0,0,0,1,0,0,0,1,,"DOCK, ANS"
